areaCode,areaName,areaType,date,cumVaccinationFirstDoseUptakeByVaccinationDatePercentage,cumVaccinationSecondDoseUptakeByVaccinationDatePercentage,cumVaccinationThirdInjectionUptakeByVaccinationDatePercentage
E12000007,London,region,2021-04-22,37.1,12.9,
E12000007,London,region,2021-04-21,36.9,12.5,
E12000007,London,region,2021-04-20,36.7,12.0,
E12000007,London,region,2021-04-19,36.5,11.6,
E12000007,London,region,2021-04-18,36.4,11.3,
E12000007,London,region,2021-04-17,36.2,11.0,
E12000007,London,region,2021-04-16,36.0,10.5,
E12000007,London,region,2021-04-15,35.8,9.9,
E12000007,London,region,2021-04-14,35.7,9.4,
E12000007,London,region,2021-04-13,35.4,9.0,
E12000007,London,region,2021-04-12,35.4,8.6,
E12000007,London,region,2021-04-11,35.3,8.4,
E12000007,London,region,2021-04-10,35.2,8.2,
E12000007,London,region,2021-04-09,35.1,7.7,
E12000007,London,region,2021-04-08,35.0,7.2,
E12000007,London,region,2021-04-07,34.9,6.7,
E12000007,London,region,2021-04-06,34.8,6.1,
E12000007,London,region,2021-04-05,34.7,5.9,
E12000007,London,region,2021-04-04,34.7,5.9,
E12000007,London,region,2021-04-03,34.6,5.9,
E12000007,London,region,2021-04-02,34.5,5.7,
E12000007,London,region,2021-04-01,34.4,5.4,
E12000007,London,region,2021-03-31,34.3,4.8,
E12000007,London,region,2021-03-30,34.0,4.3,
E12000007,London,region,2021-03-29,33.7,4.0,
E12000007,London,region,2021-03-28,33.5,3.8,
E12000007,London,region,2021-03-27,33.2,3.7,
E12000007,London,region,2021-03-26,32.7,3.5,
E12000007,London,region,2021-03-25,32.2,3.2,
E12000007,London,region,2021-03-24,31.8,2.9,
E12000007,London,region,2021-03-23,31.4,2.6,
E12000007,London,region,2021-03-22,31.0,2.4,
E12000007,London,region,2021-03-21,30.6,2.3,
E12000007,London,region,2021-03-20,30.3,2.3,
E12000007,London,region,2021-03-19,29.6,2.2,
E12000007,London,region,2021-03-18,28.8,2.1,
E12000007,London,region,2021-03-17,28.3,1.9,
E12000007,London,region,2021-03-16,27.8,1.8,
E12000007,London,region,2021-03-15,27.3,1.7,
E12000007,London,region,2021-03-14,26.9,1.7,
E12000007,London,region,2021-03-13,26.7,1.6,
E12000007,London,region,2021-03-12,26.2,1.6,
E12000007,London,region,2021-03-11,25.8,1.5,
E12000007,London,region,2021-03-10,25.5,1.4,
E12000007,London,region,2021-03-09,25.2,1.3,
E12000007,London,region,2021-03-08,24.9,1.3,
E12000007,London,region,2021-03-07,24.6,1.2,
E12000007,London,region,2021-03-06,24.4,1.2,
E12000007,London,region,2021-03-05,23.9,1.2,
E12000007,London,region,2021-03-04,23.4,1.1,
E12000007,London,region,2021-03-03,23.0,1.0,
E12000007,London,region,2021-03-02,22.7,1.0,
E12000007,London,region,2021-03-01,22.3,0.9,
E12000007,London,region,2021-02-28,22.1,0.9,
E12000007,London,region,2021-02-27,21.9,0.9,
E12000007,London,region,2021-02-26,21.3,0.9,
E12000007,London,region,2021-02-25,20.7,0.8,
E12000007,London,region,2021-02-24,20.1,0.8,
E12000007,London,region,2021-02-23,19.5,0.8,
E12000007,London,region,2021-02-22,19.0,0.8,
E12000007,London,region,2021-02-21,18.7,0.7,
E12000007,London,region,2021-02-20,18.6,0.7,
E12000007,London,region,2021-02-19,18.1,0.7,
E12000007,London,region,2021-02-18,17.6,0.7,
E12000007,London,region,2021-02-17,17.1,0.7,
E12000007,London,region,2021-02-16,16.5,0.7,
E12000007,London,region,2021-02-15,16.0,0.7,
E12000007,London,region,2021-02-14,15.7,0.7,
E12000007,London,region,2021-02-13,15.4,0.7,
E12000007,London,region,2021-02-12,15.0,0.7,
E12000007,London,region,2021-02-11,14.4,0.7,
E12000007,London,region,2021-02-10,13.9,0.7,
E12000007,London,region,2021-02-09,13.6,0.7,
E12000007,London,region,2021-02-08,13.2,0.7,
E12000007,London,region,2021-02-07,13.0,0.7,
E12000007,London,region,2021-02-06,12.8,0.7,
E12000007,London,region,2021-02-05,12.4,0.7,
E12000007,London,region,2021-02-04,11.9,0.7,
E12000007,London,region,2021-02-03,11.4,0.7,
E12000007,London,region,2021-02-02,11.0,0.7,
E12000007,London,region,2021-02-01,10.6,0.7,
E12000007,London,region,2021-01-31,10.3,0.7,
E12000007,London,region,2021-01-30,9.8,0.7,
E12000007,London,region,2021-01-29,9.3,0.7,
E12000007,London,region,2021-01-28,8.7,0.7,
E12000007,London,region,2021-01-27,8.2,0.6,
E12000007,London,region,2021-01-26,7.8,0.6,
E12000007,London,region,2021-01-25,7.5,0.6,
E12000007,London,region,2021-01-24,7.2,0.6,
E12000007,London,region,2021-01-23,7.0,0.6,
E12000007,London,region,2021-01-22,6.5,0.6,
E12000007,London,region,2021-01-21,6.0,0.6,
E12000007,London,region,2021-01-20,5.5,0.6,
E12000007,London,region,2021-01-19,5.1,0.6,
E12000007,London,region,2021-01-18,4.7,0.6,
E12000007,London,region,2021-01-17,4.6,0.6,
E12000007,London,region,2021-01-16,4.4,0.6,
E12000007,London,region,2021-01-15,4.1,0.6,
E12000007,London,region,2021-01-14,3.6,0.6,
E12000007,London,region,2021-01-13,3.2,0.6,
E12000007,London,region,2021-01-12,2.9,0.6,
E12000007,London,region,2021-01-11,2.7,0.5,
E12000007,London,region,2021-01-10,2.5,0.5,
E12000007,London,region,2021-01-09,2.4,0.5,
E12000007,London,region,2021-01-08,2.2,0.4,
E12000007,London,region,2021-01-07,1.9,0.3,
E12000007,London,region,2021-01-06,1.7,0.2,
E12000007,London,region,2021-01-05,1.6,0.1,
E12000007,London,region,2021-01-04,1.4,,
E12000007,London,region,2021-01-03,1.4,,
E12000007,London,region,2021-01-02,1.4,,
E12000007,London,region,2021-01-01,1.4,,
E12000007,London,region,2020-12-31,1.3,,
E12000007,London,region,2020-12-30,1.2,,
E12000007,London,region,2020-12-29,1.0,,
E12000007,London,region,2020-12-28,1.0,,
E12000007,London,region,2020-12-27,0.9,,
E12000007,London,region,2020-12-26,0.9,,
E12000007,London,region,2020-12-25,0.9,,
E12000007,London,region,2020-12-24,0.9,,
E12000007,London,region,2020-12-23,0.9,,
E12000007,London,region,2020-12-22,0.8,,
E12000007,London,region,2020-12-21,0.8,,
E12000007,London,region,2020-12-20,0.7,,
E12000007,London,region,2020-12-19,0.6,,
E12000007,London,region,2020-12-18,0.5,,
E12000007,London,region,2020-12-17,0.4,,
E12000007,London,region,2020-12-16,0.3,,
E12000007,London,region,2020-12-15,0.1,,
E12000007,London,region,2020-12-14,0.1,,
E12000007,London,region,2020-12-13,0.1,,
E12000007,London,region,2020-12-12,0.1,,
E12000007,London,region,2020-12-11,0.1,,
E12000008,South East,region,2022-01-29,84.4,79.0,63.6
E12000008,South East,region,2022-01-28,84.4,79.0,63.5
E12000008,South East,region,2022-01-27,84.4,78.9,63.4
E12000008,South East,region,2022-01-26,84.3,78.8,63.3
E12000008,South East,region,2022-01-25,84.3,78.8,63.2
E12000008,South East,region,2022-01-24,84.3,78.7,63.1
E12000008,South East,region,2022-01-23,84.3,78.7,63.0
E12000008,South East,region,2022-01-22,84.3,78.6,63.0
E12000008,South East,region,2022-01-21,84.2,78.6,62.8
E12000008,South East,region,2022-01-20,84.2,78.5,62.7
E12000008,South East,region,2022-01-19,84.2,78.4,62.6
E12000008,South East,region,2022-01-18,84.1,78.4,62.5
E12000008,South East,region,2022-01-17,84.1,78.3,62.4
E12000008,South East,region,2022-01-16,84.1,78.3,62.3
E12000008,South East,region,2022-01-15,84.1,78.2,62.3
E12000008,South East,region,2022-01-14,84.0,78.1,62.1
E12000008,South East,region,2022-01-13,84.0,78.1,61.9
E12000008,South East,region,2022-01-12,84.0,78.0,61.7
E12000008,South East,region,2022-01-11,83.9,77.9,61.5
E12000008,South East,region,2022-01-10,83.9,77.9,61.3
E12000008,South East,region,2022-01-09,83.9,77.8,61.0
E12000008,South East,region,2022-01-08,83.9,77.8,60.8
E12000008,South East,region,2022-01-07,83.8,77.7,60.3
E12000008,South East,region,2022-01-06,83.8,77.6,59.9
E12000008,South East,region,2022-01-05,83.8,77.6,59.5
E12000008,South East,region,2022-01-04,83.7,77.5,59.1
E12000008,South East,region,2022-01-03,83.7,77.5,58.7
E12000008,South East,region,2022-01-02,83.7,77.4,58.4
E12000008,South East,region,2022-01-01,83.6,77.4,58.1
E12000008,South East,region,2021-12-31,83.6,77.4,58.1
E12000008,South East,region,2021-12-30,83.6,77.3,57.8
E12000008,South East,region,2021-12-29,83.6,77.3,57.0
E12000008,South East,region,2021-12-28,83.5,77.2,56.3
E12000008,South East,region,2021-12-27,83.5,77.1,55.6
E12000008,South East,region,2021-12-26,83.5,77.1,55.1
E12000008,South East,region,2021-12-25,83.4,77.1,55.1
E12000008,South East,region,2021-12-24,83.4,77.1,55.1
E12000008,South East,region,2021-12-23,83.4,77.1,54.8
E12000008,South East,region,2021-12-22,83.4,77.0,53.7
E12000008,South East,region,2021-12-21,83.3,76.9,52.1
E12000008,South East,region,2021-12-20,83.3,76.8,50.4
E12000008,South East,region,2021-12-19,83.2,76.7,48.8
E12000008,South East,region,2021-12-18,83.2,76.7,47.2
E12000008,South East,region,2021-12-17,83.1,76.6,45.4
E12000008,South East,region,2021-12-16,83.1,76.5,43.9
E12000008,South East,region,2021-12-15,83.0,76.5,42.4
E12000008,South East,region,2021-12-14,83.0,76.4,41.2
E12000008,South East,region,2021-12-13,83.0,76.4,40.2
E12000008,South East,region,2021-12-12,82.9,76.3,39.4
E12000008,South East,region,2021-12-11,82.9,76.3,38.8
E12000008,South East,region,2021-12-10,82.9,76.2,37.8
E12000008,South East,region,2021-12-09,82.8,76.2,37.0
E12000008,South East,region,2021-12-08,82.8,76.1,36.2
E12000008,South East,region,2021-12-07,82.8,76.0,35.6
E12000008,South East,region,2021-12-06,82.7,76.0,35.0
E12000008,South East,region,2021-12-05,82.7,76.0,34.5
E12000008,South East,region,2021-12-04,82.7,75.9,34.0
E12000008,South East,region,2021-12-03,82.6,75.8,33.1
E12000008,South East,region,2021-12-02,82.6,75.8,32.4
E12000008,South East,region,2021-12-01,82.6,75.7,31.7
E12000008,South East,region,2021-11-30,82.5,75.7,31.0
E12000008,South East,region,2021-11-29,82.5,75.6,30.4
E12000008,South East,region,2021-11-28,82.5,75.6,29.9
E12000008,South East,region,2021-11-27,82.4,75.5,29.5
E12000008,South East,region,2021-11-26,82.4,75.5,28.6
E12000008,South East,region,2021-11-25,82.4,75.4,27.9
E12000008,South East,region,2021-11-24,82.3,75.4,27.2
E12000008,South East,region,2021-11-23,82.3,75.3,26.6
E12000008,South East,region,2021-11-22,82.3,75.3,26.0
E12000008,South East,region,2021-11-21,82.3,75.3,25.5
E12000008,South East,region,2021-11-20,82.2,75.3,25.1
E12000008,South East,region,2021-11-19,82.2,75.2,24.3
E12000008,South East,region,2021-11-18,82.1,75.2,23.6
E12000008,South East,region,2021-11-17,82.1,75.2,23.0
E12000008,South East,region,2021-11-16,82.1,75.1,22.3
E12000008,South East,region,2021-11-15,82.0,75.1,21.8
E12000008,South East,region,2021-11-14,82.0,75.1,21.3
E12000008,South East,region,2021-11-13,81.9,75.1,21.0
E12000008,South East,region,2021-11-12,81.9,75.0,20.1
E12000008,South East,region,2021-11-11,81.8,75.0,19.5
E12000008,South East,region,2021-11-10,81.8,75.0,18.9
E12000008,South East,region,2021-11-09,81.7,74.9,18.4
E12000008,South East,region,2021-11-08,81.6,74.9,17.8
E12000008,South East,region,2021-11-07,81.6,74.9,17.4
E12000008,South East,region,2021-11-06,81.5,74.8,17.1
E12000008,South East,region,2021-11-05,81.5,74.8,16.3
E12000008,South East,region,2021-11-04,81.4,74.8,15.8
E12000008,South East,region,2021-11-03,81.3,74.7,15.2
E12000008,South East,region,2021-11-02,81.2,74.7,14.7
E12000008,South East,region,2021-11-01,81.1,74.7,14.2
E12000008,South East,region,2021-10-31,81.1,74.6,13.8
E12000008,South East,region,2021-10-30,81.0,74.6,13.6
E12000008,South East,region,2021-10-29,81.0,74.6,12.9
E12000008,South East,region,2021-10-28,80.9,74.5,12.4
E12000008,South East,region,2021-10-27,80.8,74.5,11.9
E12000008,South East,region,2021-10-26,80.8,74.5,11.4
E12000008,South East,region,2021-10-25,80.7,74.4,11.0
E12000008,South East,region,2021-10-24,80.7,74.4,10.7
E12000008,South East,region,2021-10-23,80.6,74.4,10.4
E12000008,South East,region,2021-10-22,80.6,74.3,9.7
E12000008,South East,region,2021-10-21,80.5,74.3,9.2
E12000008,South East,region,2021-10-20,80.4,74.3,8.7
E12000008,South East,region,2021-10-19,80.3,74.2,8.3
E12000008,South East,region,2021-10-18,80.2,74.2,7.9
E12000008,South East,region,2021-10-17,80.1,74.1,7.6
E12000008,South East,region,2021-10-16,80.1,74.1,7.4
E12000008,South East,region,2021-10-15,80.1,74.1,6.8
E12000008,South East,region,2021-10-14,80.0,74.0,6.4
E12000008,South East,region,2021-10-13,79.9,74.0,6.0
E12000008,South East,region,2021-10-12,79.8,73.9,5.6
E12000008,South East,region,2021-10-11,79.7,73.9,5.3
E12000008,South East,region,2021-10-10,79.6,73.8,5.0
E12000008,South East,region,2021-10-09,79.6,73.8,4.8
E12000008,South East,region,2021-10-08,79.6,73.8,4.2
E12000008,South East,region,2021-10-07,79.5,73.7,3.8
E12000008,South East,region,2021-10-06,79.4,73.7,3.4
E12000008,South East,region,2021-10-05,79.3,73.6,3.1
E12000008,South East,region,2021-10-04,79.3,73.6,2.8
E12000008,South East,region,2021-10-03,79.2,73.5,2.6
E12000008,South East,region,2021-10-02,79.2,73.5,2.4
E12000008,South East,region,2021-10-01,79.2,73.4,1.9
E12000008,South East,region,2021-09-30,79.1,73.4,1.6
E12000008,South East,region,2021-09-29,79.0,73.3,1.3
E12000008,South East,region,2021-09-28,78.9,73.3,1.1
E12000008,South East,region,2021-09-27,78.8,73.2,0.9
E12000008,South East,region,2021-09-26,78.8,73.2,0.7
E12000008,South East,region,2021-09-25,78.8,73.1,0.6
E12000008,South East,region,2021-09-24,78.7,73.0,0.4
E12000008,South East,region,2021-09-23,78.7,73.0,0.3
E12000008,South East,region,2021-09-22,78.6,72.9,0.2
E12000008,South East,region,2021-09-21,78.6,72.8,0.1
E12000008,South East,region,2021-09-20,78.6,72.7,0.1
E12000008,South East,region,2021-09-19,78.6,72.6,0.1
E12000008,South East,region,2021-09-18,78.5,72.6,0.1
E12000008,South East,region,2021-09-17,78.5,72.4,
E12000008,South East,region,2021-09-16,78.5,72.3,
E12000008,South East,region,2021-09-15,78.4,72.2,
E12000008,South East,region,2021-09-14,78.4,72.1,
E12000008,South East,region,2021-09-13,78.4,72.0,
E12000008,South East,region,2021-09-12,78.4,71.9,
E12000008,South East,region,2021-09-11,78.3,71.8,
E12000008,South East,region,2021-09-10,78.3,71.7,
E12000008,South East,region,2021-09-09,78.3,71.5,
E12000008,South East,region,2021-09-08,78.2,71.3,
E12000008,South East,region,2021-09-07,78.2,71.2,
E12000008,South East,region,2021-09-06,78.2,71.1,
E12000008,South East,region,2021-09-05,78.1,70.9,
E12000008,South East,region,2021-09-04,78.1,70.8,
E12000008,South East,region,2021-09-03,78.1,70.5,
E12000008,South East,region,2021-09-02,78.0,70.3,
E12000008,South East,region,2021-09-01,77.9,70.2,
E12000008,South East,region,2021-08-31,77.9,70.0,
E12000008,South East,region,2021-08-30,77.8,69.7,
E12000008,South East,region,2021-08-29,77.8,69.6,
E12000008,South East,region,2021-08-28,77.7,69.5,
E12000008,South East,region,2021-08-27,77.6,69.3,
E12000008,South East,region,2021-08-26,77.6,69.0,
E12000008,South East,region,2021-08-25,77.5,68.8,
E12000008,South East,region,2021-08-24,77.4,68.6,
E12000008,South East,region,2021-08-23,77.3,68.3,
E12000008,South East,region,2021-08-22,77.2,68.1,
E12000008,South East,region,2021-08-21,77.1,67.9,
E12000008,South East,region,2021-08-20,77.0,67.6,
E12000008,South East,region,2021-08-19,76.9,67.3,
E12000008,South East,region,2021-08-18,76.8,67.0,
E12000008,South East,region,2021-08-17,76.7,66.7,
E12000008,South East,region,2021-08-16,76.6,66.5,
E12000008,South East,region,2021-08-15,76.6,66.3,
E12000008,South East,region,2021-08-14,76.6,66.1,
E12000008,South East,region,2021-08-13,76.5,65.7,
E12000008,South East,region,2021-08-12,76.4,65.4,
E12000008,South East,region,2021-08-11,76.4,65.1,
E12000008,South East,region,2021-08-10,76.3,64.8,
E12000008,South East,region,2021-08-09,76.3,64.6,
E12000008,South East,region,2021-08-08,76.2,64.3,
E12000008,South East,region,2021-08-07,76.2,64.1,
E12000008,South East,region,2021-08-06,76.1,63.7,
E12000008,South East,region,2021-08-05,76.1,63.5,
E12000008,South East,region,2021-08-04,76.1,63.2,
E12000008,South East,region,2021-08-03,76.0,62.9,
E12000008,South East,region,2021-08-02,76.0,62.7,
E12000008,South East,region,2021-08-01,75.9,62.5,
E12000008,South East,region,2021-07-31,75.9,62.4,
E12000008,South East,region,2021-07-30,75.9,62.0,
E12000008,South East,region,2021-07-29,75.8,61.7,
E12000008,South East,region,2021-07-28,75.8,61.5,
E12000008,South East,region,2021-07-27,75.7,61.2,
E12000008,South East,region,2021-07-26,75.7,61.0,
E12000008,South East,region,2021-07-25,75.6,60.8,
E12000008,South East,region,2021-07-24,75.6,60.6,
E12000008,South East,region,2021-07-23,75.5,60.2,
E12000008,South East,region,2021-07-22,75.4,59.9,
E12000008,South East,region,2021-07-21,75.4,59.6,
E12000008,South East,region,2021-07-20,75.3,59.3,
E12000008,South East,region,2021-07-19,75.2,59.0,
E12000008,South East,region,2021-07-18,75.2,58.8,
E12000008,South East,region,2021-07-17,75.1,58.6,
E12000008,South East,region,2021-07-16,75.0,58.2,
E12000008,South East,region,2021-07-15,74.9,57.8,
E12000008,South East,region,2021-07-14,74.8,57.5,
E12000008,South East,region,2021-07-13,74.7,57.2,
E12000008,South East,region,2021-07-12,74.6,56.9,
E12000008,South East,region,2021-07-11,74.5,56.7,
E12000008,South East,region,2021-07-10,74.4,56.5,
E12000008,South East,region,2021-07-09,74.3,56.1,
E12000008,South East,region,2021-07-08,74.1,55.8,
E12000008,South East,region,2021-07-07,73.9,55.6,
E12000008,South East,region,2021-07-06,73.8,55.4,
E12000008,South East,region,2021-07-05,73.6,55.2,
E12000008,South East,region,2021-07-04,73.5,54.9,
E12000008,South East,region,2021-07-03,73.3,54.8,
E12000008,South East,region,2021-07-02,73.1,54.4,
E12000008,South East,region,2021-07-01,72.9,54.1,
E12000008,South East,region,2021-06-30,72.6,53.8,
E12000008,South East,region,2021-06-29,72.4,53.5,
E12000008,South East,region,2021-06-28,72.2,53.3,
E12000008,South East,region,2021-06-27,72.0,53.1,
E12000008,South East,region,2021-06-26,71.8,53.0,
E12000008,South East,region,2021-06-25,71.4,52.6,
E12000008,South East,region,2021-06-24,71.1,52.4,
E12000008,South East,region,2021-06-23,70.7,52.1,
E12000008,South East,region,2021-06-22,70.4,51.9,
E12000008,South East,region,2021-06-21,70.1,51.7,
E12000008,South East,region,2021-06-20,69.8,51.5,
E12000008,South East,region,2021-06-19,69.6,51.3,
E12000008,South East,region,2021-06-18,69.1,50.9,
E12000008,South East,region,2021-06-17,68.7,50.6,
E12000008,South East,region,2021-06-16,68.3,50.2,
E12000008,South East,region,2021-06-15,68.0,49.8,
E12000008,South East,region,2021-06-14,67.7,49.5,
E12000008,South East,region,2021-06-13,67.5,49.2,
E12000008,South East,region,2021-06-12,67.3,48.9,
E12000008,South East,region,2021-06-11,66.8,48.4,
E12000008,South East,region,2021-06-10,66.5,47.9,
E12000008,South East,region,2021-06-09,66.2,47.3,
E12000008,South East,region,2021-06-08,65.9,46.8,
E12000008,South East,region,2021-06-07,65.7,46.4,
E12000008,South East,region,2021-06-06,65.5,45.9,
E12000008,South East,region,2021-06-05,65.3,45.5,
E12000008,South East,region,2021-06-04,65.0,44.6,
E12000008,South East,region,2021-06-03,64.7,44.0,
E12000008,South East,region,2021-06-02,64.4,43.3,
E12000008,South East,region,2021-06-01,64.1,42.7,
E12000008,South East,region,2021-05-31,64.0,42.2,
E12000008,South East,region,2021-05-30,63.9,41.8,
E12000008,South East,region,2021-05-29,63.7,41.4,
E12000008,South East,region,2021-05-28,63.4,40.6,
E12000008,South East,region,2021-05-27,63.0,39.8,
E12000008,South East,region,2021-05-26,62.6,39.2,
E12000008,South East,region,2021-05-25,62.1,38.5,
E12000008,South East,region,2021-05-24,61.9,37.8,
E12000008,South East,region,2021-05-23,61.7,37.3,
E12000008,South East,region,2021-05-22,61.5,36.9,
E12000008,South East,region,2021-05-21,61.1,35.8,
E12000008,South East,region,2021-05-20,60.7,35.0,
E12000008,South East,region,2021-05-19,60.2,34.3,
E12000008,South East,region,2021-05-18,59.7,33.7,
E12000008,South East,region,2021-05-17,59.4,33.3,
E12000008,South East,region,2021-05-16,59.3,32.9,
E12000008,South East,region,2021-05-15,59.1,32.6,
E12000008,South East,region,2021-05-14,58.7,31.8,
E12000008,South East,region,2021-05-13,58.3,31.2,
E12000008,South East,region,2021-05-12,58.0,30.4,
E12000008,South East,region,2021-05-11,57.8,29.6,
E12000008,South East,region,2021-05-10,57.6,29.1,
E12000008,South East,region,2021-05-09,57.4,28.8,
E12000008,South East,region,2021-05-08,57.2,28.5,
E12000008,South East,region,2021-05-07,56.9,27.6,
E12000008,South East,region,2021-05-06,56.6,26.8,
E12000008,South East,region,2021-05-05,56.5,26.0,
E12000008,South East,region,2021-05-04,56.3,25.4,
E12000008,South East,region,2021-05-03,56.0,25.0,
E12000008,South East,region,2021-05-02,55.9,24.8,
E12000008,South East,region,2021-05-01,55.8,24.5,
E12000008,South East,region,2021-04-30,55.5,23.7,
E12000008,South East,region,2021-04-29,55.2,23.0,
E12000008,South East,region,2021-04-28,55.0,22.1,
E12000008,South East,region,2021-04-27,54.8,21.4,
E12000008,South East,region,2021-04-26,54.7,20.9,
E12000008,South East,region,2021-04-25,54.5,20.4,
E12000008,South East,region,2021-04-24,54.4,20.0,
E12000008,South East,region,2021-04-23,54.1,19.0,
E12000008,South East,region,2021-04-22,53.8,18.2,
E12000008,South East,region,2021-04-21,53.6,17.5,
E12000008,South East,region,2021-04-20,53.4,16.9,
E12000008,South East,region,2021-04-19,53.1,16.4,
E12000008,South East,region,2021-04-18,52.9,16.1,
E12000008,South East,region,2021-04-17,52.8,15.7,
E12000008,South East,region,2021-04-16,52.5,14.8,
E12000008,South East,region,2021-04-15,52.3,14.0,
E12000008,South East,region,2021-04-14,52.2,13.4,
E12000008,South East,region,2021-04-13,52.0,12.9,
E12000008,South East,region,2021-04-12,51.9,12.5,
E12000008,South East,region,2021-04-11,51.9,12.3,
E12000008,South East,region,2021-04-10,51.9,12.0,
E12000008,South East,region,2021-04-09,51.7,11.1,
E12000008,South East,region,2021-04-08,51.7,10.4,
E12000008,South East,region,2021-04-07,51.6,9.6,
E12000008,South East,region,2021-04-06,51.5,8.9,
E12000008,South East,region,2021-04-05,51.4,8.7,
E12000008,South East,region,2021-04-04,51.4,8.6,
E12000008,South East,region,2021-04-03,51.4,8.6,
E12000008,South East,region,2021-04-02,51.3,8.3,
E12000008,South East,region,2021-04-01,51.2,7.9,
E12000008,South East,region,2021-03-31,51.0,7.2,
E12000008,South East,region,2021-03-30,50.6,6.5,
E12000008,South East,region,2021-03-29,50.3,6.1,
E12000008,South East,region,2021-03-28,50.0,5.8,
E12000008,South East,region,2021-03-27,49.7,5.6,
E12000008,South East,region,2021-03-26,48.9,5.2,
E12000008,South East,region,2021-03-25,48.3,4.7,
E12000008,South East,region,2021-03-24,47.8,4.2,
E12000008,South East,region,2021-03-23,47.3,3.8,
E12000008,South East,region,2021-03-22,46.8,3.5,
E12000008,South East,region,2021-03-21,46.3,3.3,
E12000008,South East,region,2021-03-20,45.6,3.2,
E12000008,South East,region,2021-03-19,44.1,3.1,
E12000008,South East,region,2021-03-18,42.9,2.9,
E12000008,South East,region,2021-03-17,41.9,2.7,
E12000008,South East,region,2021-03-16,41.0,2.6,
E12000008,South East,region,2021-03-15,40.3,2.4,
E12000008,South East,region,2021-03-14,39.6,2.4,
E12000008,South East,region,2021-03-13,39.1,2.3,
E12000008,South East,region,2021-03-12,38.0,2.2,
E12000008,South East,region,2021-03-11,37.4,2.1,
E12000008,South East,region,2021-03-10,37.1,2.0,
E12000008,South East,region,2021-03-09,36.8,1.8,
E12000008,South East,region,2021-03-08,36.4,1.7,
E12000008,South East,region,2021-03-07,36.1,1.6,
E12000008,South East,region,2021-03-06,35.8,1.6,
E12000008,South East,region,2021-03-05,35.1,1.6,
E12000008,South East,region,2021-03-04,34.1,1.5,
E12000008,South East,region,2021-03-03,33.7,1.4,
E12000008,South East,region,2021-03-02,33.3,1.3,
E12000008,South East,region,2021-03-01,33.0,1.3,
E12000008,South East,region,2021-02-28,32.8,1.2,
E12000008,South East,region,2021-02-27,32.4,1.2,
E12000008,South East,region,2021-02-26,31.7,1.2,
E12000008,South East,region,2021-02-25,30.9,1.2,
E12000008,South East,region,2021-02-24,30.1,1.1,
E12000008,South East,region,2021-02-23,29.4,1.1,
E12000008,South East,region,2021-02-22,28.9,1.1,
E12000008,South East,region,2021-02-21,28.6,1.1,
E12000008,South East,region,2021-02-20,28.4,1.1,
E12000008,South East,region,2021-02-19,27.8,1.1,
E12000008,South East,region,2021-02-18,27.2,1.1,
E12000008,South East,region,2021-02-17,26.4,1.1,
E12000008,South East,region,2021-02-16,25.6,1.0,
E12000008,South East,region,2021-02-15,25.1,1.0,
E12000008,South East,region,2021-02-14,24.6,1.0,
E12000008,South East,region,2021-02-13,24.3,1.0,
E12000008,South East,region,2021-02-12,23.4,1.0,
E12000008,South East,region,2021-02-11,22.6,1.0,
E12000008,South East,region,2021-02-10,21.8,1.0,
E12000008,South East,region,2021-02-09,21.2,1.0,
E12000008,South East,region,2021-02-08,20.5,1.0,
E12000008,South East,region,2021-02-07,20.0,1.0,
E12000008,South East,region,2021-02-06,19.5,1.0,
E12000008,South East,region,2021-02-05,18.5,1.0,
E12000008,South East,region,2021-02-04,17.7,1.0,
E12000008,South East,region,2021-02-03,17.0,1.0,
E12000008,South East,region,2021-02-02,16.3,1.0,
E12000008,South East,region,2021-02-01,15.7,1.0,
E12000008,South East,region,2021-01-31,15.2,1.0,
E12000008,South East,region,2021-01-30,14.6,0.9,
E12000008,South East,region,2021-01-29,13.8,0.9,
E12000008,South East,region,2021-01-28,12.9,0.9,
E12000008,South East,region,2021-01-27,12.3,0.9,
E12000008,South East,region,2021-01-26,11.8,0.9,
E12000008,South East,region,2021-01-25,11.4,0.9,
E12000008,South East,region,2021-01-24,11.1,0.9,
E12000008,South East,region,2021-01-23,10.8,0.9,
E12000008,South East,region,2021-01-22,9.9,0.9,
E12000008,South East,region,2021-01-21,9.1,0.9,
E12000008,South East,region,2021-01-20,8.4,0.9,
E12000008,South East,region,2021-01-19,7.9,0.9,
E12000008,South East,region,2021-01-18,7.4,0.9,
E12000008,South East,region,2021-01-17,7.1,0.9,
E12000008,South East,region,2021-01-16,6.8,0.9,
E12000008,South East,region,2021-01-15,6.3,0.9,
E12000008,South East,region,2021-01-14,5.7,0.9,
E12000008,South East,region,2021-01-13,5.2,0.9,
E12000008,South East,region,2021-01-12,4.8,0.9,
E12000008,South East,region,2021-01-11,4.5,0.8,
E12000008,South East,region,2021-01-10,4.3,0.8,
E12000008,South East,region,2021-01-09,4.1,0.7,
E12000008,South East,region,2021-01-08,3.6,0.6,
E12000008,South East,region,2021-01-07,3.1,0.4,
E12000008,South East,region,2021-01-06,2.7,0.3,
E12000008,South East,region,2021-01-05,2.5,0.1,
E12000008,South East,region,2021-01-04,2.4,0.1,
E12000008,South East,region,2021-01-03,2.4,,
E12000008,South East,region,2021-01-02,2.3,,
E12000008,South East,region,2021-01-01,2.3,,
